User_ID,Position,Experience_Level,Expertise,Primary_Language,Secondary_Languages,Gender,Industry,Education,Years_of_Experience,Availability,Location,Mentoring_Preferences,Communication_Methods
Mentor_1203,Blockchain Developer,Mid,"['Smart Contracts', 'Decentralized Applications']",Solidity,"['Rust', 'Java', 'Go']",Female,Mobile Development,High School,7,Freelance,North Nicholasfurt,Project Collaboration,Chat
Mentor_1204,Machine Learning Engineer,Mid,"['Scikit-learn', 'PyTorch']",R,"['Java', 'Julia', 'Swift']",Non-binary,Mobile Development,PhD,7,Full-time,Thomasville,Technical Skills,Chat
Mentor_1205,Robotics Engineer,Mid,"['Machine Learning', 'Embedded Systems']",Python,"['Java', 'C++', 'MATLAB']",Non-binary,Manufacturing,Bachelors,4,Full-time,Edwardbury,Career Guidance,Email
Mentor_1206,Robotics Engineer,Senior,['Robot Kinematics'],Python,"['C++', 'Rust', 'MATLAB']",Non-binary,Manufacturing,Masters,9,Full-time,Robertshire,Career Guidance,Email
Mentor_1207,Cybersecurity Specialist,Senior,['Incident Response'],C++,"['Perl', 'Ruby', 'Go']",Male,Data Science,High School,10,Part-time,Jesusfurt,Project Collaboration,Chat
Mentor_1208,System Administrator,Lead,['Windows Administration'],Bash,"['Perl', 'Go', 'PowerShell']",Prefer not to say,Government,High School,14,Part-time,Perezville,Career Guidance,Video Calls
Mentor_1209,AR/VR Content Creator,Lead,"['3D Modeling', 'User Experience']",C#,"['JavaScript', 'Java', 'HTML5']",Male,Media,Bachelors,14,Part-time,Bowmanmouth,Project Collaboration,Email
Mentor_1210,Robotics Engineer,Mid,['Control Systems'],C,"['JavaScript', 'C++', 'MATLAB']",Male,Manufacturing,Masters,7,Freelance,Lake Cameronchester,Career Guidance,Video Calls
Mentor_1211,Database Administrator,Lead,"['Backup and Recovery', 'Security Management', 'Database Design']",SQL,"['SQLite', 'MongoDB', 'Oracle']",Prefer not to say,Manufacturing,Bachelors,15,Part-time,Cruzhaven,Career Guidance,Chat
Mentor_1212,Database Administrator,Mid,"['Database Design', 'Performance Tuning', 'Data Migration']",PL/SQL,"['Oracle', 'MySQL', 'PostgreSQL']",Male,Enterprise Software,High School,6,Full-time,Lake Charlesburgh,Technical Skills,Email
Mentor_1213,Machine Learning Engineer,Lead,"['PyTorch', 'TensorFlow', 'XGBoost']",R,"['Swift', 'Julia', 'Java']",Non-binary,Energy,Masters,16,Freelance,Smithfort,Career Guidance,Video Calls
Mentor_1214,Machine Learning Engineer,Mid,"['XGBoost', 'Keras']",R,"['Swift', 'Java', 'C++']",Prefer not to say,Enterprise Software,Bachelors,7,Freelance,South Edward,Technical Skills,Chat
Mentor_1215,E-commerce Specialist,Lead,"['Payment Gateway Integration', 'Content Management']",HTML,"['SQL', 'Python', 'JavaScript']",Prefer not to say,Cybersecurity,High School,17,Part-time,Christinaview,Career Guidance,Video Calls
Mentor_1216,Systems Architect,Mid,"['API Design', 'Cloud Solutions']",C#,"['Python', 'Ruby', 'JavaScript']",Prefer not to say,Gaming,Bachelors,6,Freelance,Hardinburgh,Project Collaboration,Email
Mentor_1217,Full-Stack Developer,Senior,"['Django', 'React']",Python,"['SQL', 'HTML', 'TypeScript']",Male,Telecommunications,High School,12,Full-time,Lorifort,Technical Skills,Chat
Mentor_1218,UI/UX Researcher,Lead,"['User Research', 'Usability Testing', 'User Personas']",None,[],Prefer not to say,Data Science,Bachelors,20,Full-time,West Jacob,Career Guidance,Video Calls
Mentor_1219,Robotics Engineer,Lead,['Control Systems'],C,"['MATLAB', 'Rust', 'JavaScript']",Female,Gaming,PhD,14,Part-time,Amandashire,Technical Skills,Email
Mentor_1220,Front-End Developer,Mid,"['React', 'Vue.js']",JavaScript,"['Less', 'HTML', 'Elm']",Non-binary,Automotive,PhD,5,Freelance,Port Julie,Technical Skills,Email
Mentor_1221,Systems Architect,Mid,"['Microservices', 'API Design']",C#,"['Python', 'Ruby', 'Go']",Non-binary,Government,High School,4,Full-time,New Andrewtown,Career Guidance,Email
Mentor_1222,Front-End Developer,Lead,"['React', 'Angular', 'Vue.js']",TypeScript,"['Sass', 'CSS', 'Less']",Male,Automotive,Masters,14,Full-time,East Jessicatown,Career Guidance,Video Calls
Mentor_1223,Full-Stack Developer,Lead,"['Angular', 'React']",Python,"['HTML', 'GraphQL', 'SQL']",Female,Government,Masters,18,Full-time,Ramirezhaven,Project Collaboration,Chat
Mentor_1224,AR/VR Developer,Mid,['3D Modeling'],C#,"['Unity', 'Python', 'JavaScript']",Male,Web Development,PhD,7,Freelance,South Laurafurt,Project Collaboration,Email
Mentor_1225,Data Scientist,Lead,['TensorFlow'],R,"['Julia', 'MATLAB', 'JavaScript']",Female,Enterprise Software,Bachelors,17,Freelance,New Melvinstad,Technical Skills,Chat
Mentor_1226,Robotics Engineer,Senior,"['Sensors', 'Embedded Systems']",C,"['C++', 'Rust', 'Java']",Non-binary,Media,High School,9,Full-time,Kerrton,Project Collaboration,Video Calls
Mentor_1227,Front-End Developer,Lead,"['Vue.js', 'Angular']",JavaScript,"['Less', 'CSS', 'Elm']",Non-binary,Cloud Computing,PhD,15,Freelance,South Edward,Career Guidance,Chat
Mentor_1228,Data Engineer,Mid,['Apache Spark'],Python,"['R', 'Scala', 'Java']",Male,Web Development,High School,4,Freelance,New Wyatt,Project Collaboration,Video Calls
Mentor_1229,Full-Stack Developer,Mid,"['Angular', 'Vue.js', 'Django']",Python,"['CSS', 'HTML', 'SQL']",Female,Cloud Computing,High School,4,Part-time,Carrillomouth,Technical Skills,Email
Mentor_1230,Cybersecurity Specialist,Mid,"['Incident Response', 'Security Auditing']",Python,"['Go', 'Rust', 'Ruby']",Male,Gaming,PhD,5,Part-time,Andrewfurt,Technical Skills,Email
Mentor_1231,Technical Writer,Lead,"['Content Management', 'Documentation']",None,[],Prefer not to say,Government,Masters,15,Freelance,Hardinburgh,Career Guidance,Video Calls
Mentor_1232,Quality Assurance Engineer,Lead,"['Test Automation', 'Test Planning']",None,"['Java', 'Python', 'C#']",Female,Web Development,Bachelors,15,Full-time,Smithborough,Project Collaboration,Email
Mentor_1233,Mobile Developer,Senior,['Xamarin'],Swift,"['Objective-C', 'Dart', 'C#']",Male,Government,High School,11,Part-time,West Christinamouth,Career Guidance,Chat
Mentor_1234,Game Designer,Senior,"['Game Balancing', 'Level Design', 'Gameplay Mechanics']",None,"['HTML5', 'JavaScript', 'C++']",Prefer not to say,Transportation,Bachelors,10,Freelance,New Annton,Career Guidance,Video Calls
Mentor_1235,AR/VR Content Creator,Mid,"['Simulation', 'User Experience']",C#,"['JavaScript', 'HTML5', 'Java']",Female,Transportation,Bachelors,7,Freelance,Ayalaland,Technical Skills,Video Calls
Mentor_1236,Data Engineer,Mid,"['Hadoop', 'Big Data Technologies', 'ETL Processes']",Python,"['R', 'Scala', 'Java']",Non-binary,Cybersecurity,Bachelors,5,Full-time,East Andrew,Career Guidance,Email
Mentor_1237,Database Administrator,Lead,"['Performance Tuning', 'Security Management']",SQL,"['MongoDB', 'SQLite', 'PostgreSQL']",Male,Manufacturing,Masters,14,Freelance,Griffithmouth,Project Collaboration,Email
Mentor_1238,Front-End Developer,Lead,"['Angular', 'React', 'Tailwind CSS']",JavaScript,"['HTML', 'CSS', 'Elm']",Female,Cybersecurity,Bachelors,15,Freelance,Williamshaven,Technical Skills,Video Calls
Mentor_1239,Cybersecurity Specialist,Lead,['Network Security'],Python,"['Ruby', 'Go', 'Perl']",Male,Manufacturing,Masters,15,Full-time,Lake Crystalberg,Technical Skills,Video Calls
Mentor_1240,Business Analyst,Mid,"['Project Management', 'Stakeholder Management', 'Business Intelligence']",SQL,"['R', 'Java', 'PHP']",Male,Telecommunications,Bachelors,7,Full-time,Port Rachelland,Career Guidance,Chat
Mentor_1241,Game Developer,Lead,"['AI in Games', 'Unity']",C#,"['HTML5', 'Java', 'Python']",Female,Cloud Computing,High School,15,Part-time,Georgeside,Project Collaboration,Chat
Mentor_1242,Web Designer,Senior,['Responsive Design'],HTML,"['TypeScript', 'Ruby', 'PHP']",Male,Manufacturing,PhD,9,Full-time,Smithmouth,Career Guidance,Video Calls
Mentor_1243,IT Consultant,Lead,"['Risk Management', 'Change Management']",None,[],Prefer not to say,Telecommunications,PhD,13,Full-time,Bowmanmouth,Project Collaboration,Chat
Mentor_1244,IT Consultant,Senior,"['Business Analysis', 'IT Governance']",None,[],Non-binary,Data Science,PhD,10,Part-time,Carrillomouth,Career Guidance,Chat
Mentor_1245,Digital Marketing Specialist,Senior,['PPC Advertising'],None,"['CSS', 'Python', 'SQL']",Female,Energy,Bachelors,11,Full-time,Andrewfurt,Technical Skills,Email
Mentor_1246,Game Designer,Senior,"['Character Design', 'Storyboarding']",None,"['C#', 'JavaScript', 'HTML5']",Non-binary,Automotive,Bachelors,10,Full-time,North Nicholasfurt,Project Collaboration,Chat
Mentor_1247,Full-Stack Developer,Mid,"['Vue.js', 'Node.js', 'Django']",Python,"['GraphQL', 'HTML', 'SQL']",Male,Retail,Masters,6,Full-time,Masonbury,Project Collaboration,Video Calls
Mentor_1248,Network Engineer,Lead,"['VPN', 'Routing Protocols', 'Network Configuration']",None,[],Non-binary,Telecommunications,Bachelors,13,Full-time,Lake Charlesburgh,Career Guidance,Email
Mentor_1249,Network Engineer,Lead,['VPN'],None,[],Prefer not to say,Web Development,Masters,20,Freelance,Richardberg,Technical Skills,Video Calls
Mentor_1250,UI/UX Researcher,Mid,"['A/B Testing', 'User Personas']",None,[],Non-binary,Enterprise Software,Masters,6,Full-time,Smithborough,Technical Skills,Chat
Mentor_1251,Data Analyst,Mid,"['Dashboard Creation', 'Reporting', 'Data Visualization']",Python,"['Tableau', 'Power BI', 'Excel']",Female,Mobile Development,Bachelors,6,Part-time,New Melvinstad,Technical Skills,Email
Mentor_1252,Cryptography Engineer,Lead,"['Secure Communication', 'Encryption Algorithms']",C,"['Swift', 'C++', 'Rust']",Prefer not to say,Cybersecurity,Masters,15,Part-time,Edwardbury,Technical Skills,Video Calls
Mentor_1253,Digital Marketing Specialist,Lead,['Email Marketing'],None,"['CSS', 'HTML', 'Python']",Female,Telecommunications,Masters,17,Freelance,Debrafort,Career Guidance,Video Calls
Mentor_1254,System Administrator,Senior,"['Networking', 'Windows Administration', 'Linux Administration']",Python,"['PowerShell', 'Perl', 'Java']",Prefer not to say,Cloud Computing,Masters,9,Part-time,Nortonfurt,Career Guidance,Chat
Mentor_1255,Data Engineer,Lead,"['Hadoop', 'Big Data Technologies', 'ETL Processes']",SQL,"['R', 'C++', 'Java']",Male,Cloud Computing,PhD,13,Freelance,New Lawrencetown,Career Guidance,Email
Mentor_1256,Cloud Engineer,Mid,"['Google Cloud Platform', 'Serverless Architecture', 'AWS']",Python,"['Scala', 'Clojure', 'Ruby']",Female,Manufacturing,PhD,6,Part-time,Richardberg,Project Collaboration,Chat
Mentor_1257,ERP Consultant,Senior,"['Business Process Reengineering', 'ERP Implementation', 'Change Management']",None,"['Java', 'C#', 'PHP']",Female,Telecommunications,PhD,10,Part-time,Martinezville,Career Guidance,Chat
Mentor_1258,Game Designer,Mid,['Storyboarding'],None,"['JavaScript', 'Python', 'C#']",Male,Data Science,Masters,6,Full-time,Williamshaven,Project Collaboration,Email
Mentor_1259,Back-End Developer,Mid,['Flask'],Java,"['Go', 'SQL', 'C#']",Female,Mobile Development,Masters,5,Full-time,Lisaburgh,Technical Skills,Chat
Mentor_1260,Business Analyst,Senior,"['Project Management', 'Data Analysis']",SQL,"['PHP', 'R', 'Java']",Prefer not to say,Mobile Development,PhD,9,Full-time,East Jessicatown,Career Guidance,Email
Mentor_1261,Business Analyst,Lead,"['Project Management', 'Stakeholder Management', 'Data Analysis']",Python,"['C#', 'Java', 'JavaScript']",Female,Transportation,Bachelors,13,Part-time,New Jessica,Project Collaboration,Video Calls
Mentor_1262,Artificial Intelligence Engineer,Mid,['Deep Learning'],Python,"['C++', 'Swift', 'Java']",Female,Web Development,Masters,5,Part-time,North Samantha,Project Collaboration,Chat
Mentor_1263,Technical Writer,Mid,['Content Management'],None,[],Male,Government,High School,7,Part-time,Carrillomouth,Career Guidance,Email
Mentor_1264,AR/VR Content Creator,Lead,"['Animation', '3D Modeling', 'Interactive Design']",C++,"['JavaScript', 'Python', 'CSS']",Prefer not to say,Data Science,High School,16,Full-time,New Zacharyside,Career Guidance,Email
Mentor_1265,IT Consultant,Lead,"['Change Management', 'Technology Strategy']",None,[],Male,Transportation,PhD,15,Freelance,Smithfort,Technical Skills,Chat
Mentor_1266,Database Administrator,Mid,"['Backup and Recovery', 'Performance Tuning']",PL/SQL,"['Oracle', 'PostgreSQL', 'SQLite']",Female,Cybersecurity,Bachelors,5,Freelance,Garciaside,Career Guidance,Chat
Mentor_1267,Mobile Developer,Lead,"['Xamarin', 'Android Development', 'Flutter']",Kotlin,"['Dart', 'Java', 'C#']",Female,Government,PhD,15,Full-time,Daltonton,Career Guidance,Chat
Mentor_1268,AR/VR Developer,Lead,['Game Development'],C#,"['Python', 'Unity', 'JavaScript']",Male,Cloud Computing,High School,16,Part-time,Carrillomouth,Project Collaboration,Video Calls
Mentor_1269,Web Designer,Lead,"['Graphic Design', 'Responsive Design', 'Wireframing']",HTML,"['PHP', 'JavaScript', 'TypeScript']",Non-binary,Cybersecurity,High School,14,Freelance,North Annaville,Career Guidance,Video Calls
Mentor_1270,System Administrator,Senior,"['Windows Administration', 'Virtualization']",Python,"['PowerShell', 'Perl', 'Go']",Male,Media,Masters,11,Part-time,New Wyatt,Technical Skills,Video Calls
Mentor_1271,Database Administrator,Lead,['Data Migration'],SQL,"['PostgreSQL', 'MySQL', 'SQLite']",Male,Mobile Development,Masters,17,Part-time,South Laurafurt,Technical Skills,Email
Mentor_1272,DevOps Engineer,Mid,"['Azure', 'Terraform']",Go,"['Groovy', 'Ruby', 'PowerShell']",Male,Transportation,High School,5,Full-time,Jamesport,Technical Skills,Email
Mentor_1273,Game Designer,Senior,"['Storyboarding', 'Level Design', 'Game Balancing']",None,"['C#', 'HTML5', 'JavaScript']",Female,Biotechnology,High School,8,Full-time,Edwardbury,Career Guidance,Chat
Mentor_1274,Game Designer,Lead,['Game Balancing'],None,"['Python', 'HTML5', 'C++']",Female,Mobile Development,Bachelors,20,Part-time,New Zacharyside,Technical Skills,Email
Mentor_1275,DevOps Engineer,Lead,"['Kubernetes', 'Azure']",Python,"['Ruby', 'Perl', 'PowerShell']",Prefer not to say,Government,Bachelors,20,Freelance,Lake Hannahtown,Project Collaboration,Chat
Mentor_1276,Digital Marketing Specialist,Mid,"['PPC Advertising', 'Analytics']",None,"['HTML', 'SQL', 'JavaScript']",Female,Telecommunications,High School,6,Full-time,New Wyatt,Career Guidance,Email
Mentor_1277,Data Scientist,Senior,"['Pandas', 'Scikit-learn']",R,"['SQL', 'Scala', 'JavaScript']",Non-binary,Transportation,High School,11,Freelance,South Roberto,Career Guidance,Email
Mentor_1278,IoT Developer,Mid,"['Data Analysis', 'Cloud Computing', 'Sensor Integration']",Python,"['Rust', 'C++', 'JavaScript']",Prefer not to say,Biotechnology,High School,7,Part-time,Masonbury,Technical Skills,Video Calls
Mentor_1279,Game Designer,Mid,['Storyboarding'],None,"['JavaScript', 'HTML5', 'C#']",Female,Transportation,Bachelors,6,Full-time,Debrafort,Project Collaboration,Video Calls
Mentor_1280,Web Designer,Lead,"['UI/UX Design', 'Wireframing']",CSS,"['TypeScript', 'PHP', 'Ruby']",Female,Retail,Bachelors,18,Part-time,Lake Hannahtown,Career Guidance,Chat
Mentor_1281,Robotics Engineer,Senior,"['Robot Kinematics', 'Control Systems']",Python,"['C++', 'Java', 'JavaScript']",Prefer not to say,Enterprise Software,PhD,11,Part-time,Andersonshire,Career Guidance,Video Calls
Mentor_1282,SEO Specialist,Mid,"['Analytics', 'Content Strategy']",None,"['SQL', 'Python', 'CSS']",Non-binary,Biotechnology,Bachelors,6,Part-time,Thomasville,Technical Skills,Email
Mentor_1283,Digital Marketing Specialist,Mid,['PPC Advertising'],None,"['Python', 'CSS', 'JavaScript']",Non-binary,Telecommunications,Masters,7,Part-time,Lake Charlesburgh,Career Guidance,Chat
Mentor_1284,AR/VR Content Creator,Senior,"['Interactive Design', 'Animation', '3D Modeling']",C#,"['Python', 'Java', 'JavaScript']",Female,Automotive,High School,11,Full-time,Kerrton,Career Guidance,Email
Mentor_1285,Systems Architect,Senior,['Integration Patterns'],Java,"['Python', 'JavaScript', 'Go']",Non-binary,Biotechnology,Masters,11,Full-time,New Melvinstad,Project Collaboration,Chat
Mentor_1286,IoT Developer,Mid,['Sensor Integration'],Python,"['C++', 'Rust', 'Go']",Male,Biotechnology,Masters,4,Freelance,Smithborough,Technical Skills,Video Calls
Mentor_1287,Data Scientist,Mid,['Machine Learning'],Python,"['MATLAB', 'JavaScript', 'Scala']",Male,Cybersecurity,High School,6,Full-time,Tylertown,Technical Skills,Video Calls
Mentor_1288,IT Consultant,Mid,"['Change Management', 'Risk Management', 'Business Analysis']",None,[],Prefer not to say,Web Development,PhD,6,Full-time,Edwardbury,Project Collaboration,Email
Mentor_1289,Data Scientist,Mid,"['Pandas', 'NumPy']",R,"['Scala', 'MATLAB', 'SQL']",Male,Telecommunications,Masters,4,Full-time,Lake Hannahtown,Technical Skills,Email
Mentor_1290,Business Analyst,Mid,['Project Management'],Python,"['JavaScript', 'C#', 'R']",Female,Automotive,PhD,6,Full-time,Bryanberg,Career Guidance,Email
Mentor_1291,Digital Marketing Specialist,Senior,"['Email Marketing', 'Social Media Marketing', 'Analytics']",None,"['Python', 'SQL', 'JavaScript']",Female,Automotive,PhD,10,Freelance,South Roberto,Career Guidance,Chat
Mentor_1292,DevOps Engineer,Lead,"['AWS', 'Docker']",Go,"['Perl', 'PowerShell', 'Bash']",Female,Media,High School,17,Full-time,South Kimberly,Project Collaboration,Video Calls
Mentor_1293,Data Engineer,Mid,"['Apache Spark', 'Big Data Technologies']",Python,"['Scala', 'Go', 'R']",Female,Enterprise Software,Bachelors,6,Full-time,Jesusfurt,Career Guidance,Chat
Mentor_1294,Technical Writer,Mid,['Documentation'],None,[],Male,Enterprise Software,Bachelors,7,Full-time,South Kimberly,Career Guidance,Email
Mentor_1295,Business Analyst,Senior,['Data Analysis'],Python,"['PHP', 'C#', 'JavaScript']",Prefer not to say,Government,High School,11,Part-time,South Laurafurt,Career Guidance,Video Calls
Mentor_1296,Artificial Intelligence Engineer,Mid,"['Computer Vision', 'Natural Language Processing']",R,"['C++', 'Java', 'Julia']",Female,Automotive,PhD,5,Full-time,Andersonshire,Career Guidance,Email
Mentor_1297,Web Designer,Lead,"['SEO Optimization', 'UI/UX Design']",HTML,"['JavaScript', 'PHP', 'Python']",Male,Energy,Bachelors,13,Full-time,East Andrew,Career Guidance,Video Calls
Mentor_1298,Data Engineer,Senior,"['Apache Spark', 'Hadoop']",SQL,"['Java', 'C++', 'Go']",Prefer not to say,Transportation,Masters,8,Part-time,Lake Crystalberg,Career Guidance,Chat
Mentor_1299,System Administrator,Lead,"['Backup Solutions', 'Windows Administration', 'Networking']",Python,"['PowerShell', 'Go', 'Ruby']",Female,Transportation,Bachelors,20,Part-time,Smithmouth,Career Guidance,Email
Mentor_1300,Machine Learning Engineer,Senior,"['Scikit-learn', 'Keras', 'PyTorch']",R,"['Swift', 'Java', 'Scala']",Non-binary,Cybersecurity,Bachelors,10,Part-time,Georgeside,Project Collaboration,Email
Mentor_1301,Systems Architect,Lead,['Enterprise Architecture'],Java,"['Ruby', 'Python', 'JavaScript']",Prefer not to say,Data Science,Bachelors,14,Freelance,Cruzhaven,Project Collaboration,Chat
Mentor_1302,IoT Developer,Senior,"['Networking Protocols', 'Embedded Systems']",C,"['Java', 'Rust', 'Go']",Female,Government,High School,9,Freelance,Port Julie,Project Collaboration,Video Calls
Mentor_1303,Artificial Intelligence Engineer,Mid,['Deep Learning'],Python,"['Swift', 'Scala', 'Julia']",Female,Transportation,PhD,5,Freelance,South Edward,Career Guidance,Email
Mentor_1304,AR/VR Content Creator,Mid,"['Interactive Design', 'User Experience']",C++,"['Python', 'Java', 'JavaScript']",Female,Retail,Masters,7,Freelance,Lake Charlesburgh,Project Collaboration,Chat
Mentor_1305,UI/UX Researcher,Senior,['User Research'],None,[],Female,Biotechnology,Masters,9,Part-time,Williamshaven,Career Guidance,Video Calls
Mentor_1306,E-commerce Specialist,Lead,"['Content Management', 'SEO Optimization']",CSS,"['SQL', 'Python', 'JavaScript']",Non-binary,Retail,Masters,13,Full-time,East Laurabury,Technical Skills,Email
Mentor_1307,Systems Architect,Mid,"['Integration Patterns', 'Microservices']",C#,"['JavaScript', 'Go', 'Python']",Prefer not to say,Telecommunications,Masters,6,Full-time,Martinezville,Technical Skills,Video Calls
Mentor_1308,Blockchain Developer,Mid,['Smart Contracts'],Solidity,"['Go', 'C++', 'Rust']",Non-binary,Mobile Development,Bachelors,7,Freelance,Lake James,Career Guidance,Chat
Mentor_1309,Robotics Engineer,Lead,['Machine Learning'],C,"['Java', 'MATLAB', 'C++']",Female,Data Science,Bachelors,19,Freelance,Lisaburgh,Technical Skills,Chat
Mentor_1310,IT Consultant,Senior,"['Technology Strategy', 'Risk Management']",None,[],Prefer not to say,Gaming,Masters,9,Freelance,Smithfort,Career Guidance,Email
Mentor_1311,Game Designer,Senior,"['Game Balancing', 'Level Design']",None,"['C#', 'JavaScript', 'Python']",Non-binary,Cloud Computing,Bachelors,12,Full-time,Lake Daniel,Career Guidance,Email
Mentor_1312,Cryptography Engineer,Lead,"['Security Protocols', 'Secure Communication', 'Encryption Algorithms']",C,"['Java', 'C++', 'Rust']",Female,Cybersecurity,High School,14,Full-time,North Annaville,Technical Skills,Chat
Mentor_1313,SEO Specialist,Mid,"['Analytics', 'Content Strategy', 'On-Page SEO']",None,"['JavaScript', 'CSS', 'Python']",Male,Cloud Computing,Masters,4,Part-time,Liuburgh,Project Collaboration,Email
Mentor_1314,UI/UX Researcher,Mid,"['Usability Testing', 'User Research']",None,[],Female,Transportation,PhD,7,Freelance,West Cynthiastad,Technical Skills,Email
Mentor_1315,Blockchain Developer,Senior,"['Cryptography', 'Smart Contracts']",JavaScript,"['Rust', 'Java', 'Go']",Female,Biotechnology,Bachelors,9,Full-time,East Laurabury,Career Guidance,Chat
Mentor_1316,Game Designer,Mid,['Level Design'],None,"['C++', 'C#', 'Python']",Male,Biotechnology,Bachelors,4,Freelance,South Edward,Project Collaboration,Email
Mentor_1317,Cloud Engineer,Mid,"['Serverless Architecture', 'CloudFormation']",Go,"['Clojure', 'Ruby', 'Rust']",Non-binary,Cloud Computing,Bachelors,7,Freelance,Nicolefort,Career Guidance,Email
Mentor_1318,AR/VR Content Creator,Senior,"['Animation', '3D Modeling']",C#,"['JavaScript', 'Python', 'CSS']",Male,Data Science,High School,9,Part-time,Masonbury,Project Collaboration,Email
Mentor_1319,Cryptography Engineer,Mid,['Encryption Algorithms'],Python,"['Go', 'Rust', 'Java']",Non-binary,Gaming,Masters,4,Full-time,West Cynthiastad,Career Guidance,Chat
Mentor_1320,Front-End Developer,Mid,"['Angular', 'React', 'Bootstrap']",TypeScript,"['Elm', 'CSS', 'Less']",Female,Energy,PhD,7,Full-time,South Kimberly,Career Guidance,Chat
Mentor_1321,IT Project Manager,Mid,"['Risk Management', 'Project Planning', 'Stakeholder Communication']",None,[],Non-binary,Cloud Computing,PhD,4,Full-time,Carrillomouth,Technical Skills,Email
Mentor_1322,Network Engineer,Lead,"['VPN', 'Network Configuration', 'Routing Protocols']",None,[],Female,Gaming,Bachelors,16,Full-time,Floresburgh,Project Collaboration,Email
Mentor_1323,Mobile Developer,Mid,"['Xamarin', 'iOS Development', 'Flutter']",Swift,"['Dart', 'Java', 'C#']",Prefer not to say,Transportation,PhD,4,Part-time,Lorifort,Project Collaboration,Email
Mentor_1324,Game Designer,Lead,"['Game Balancing', 'Level Design', 'Gameplay Mechanics']",None,"['HTML5', 'C++', 'C#']",Male,Cybersecurity,PhD,16,Freelance,Williamshaven,Technical Skills,Email
Mentor_1325,Quality Assurance Engineer,Senior,"['Manual Testing', 'Performance Testing', 'Test Planning']",None,"['JavaScript', 'Ruby', 'C#']",Male,Cybersecurity,PhD,9,Part-time,Ramirezhaven,Project Collaboration,Video Calls
Mentor_1326,Cryptography Engineer,Mid,['Security Protocols'],Python,"['Go', 'C++', 'Rust']",Non-binary,Gaming,Masters,5,Part-time,Bretthaven,Project Collaboration,Video Calls
Mentor_1327,Game Designer,Mid,"['Game Balancing', 'Level Design', 'Character Design']",None,"['Python', 'JavaScript', 'C#']",Female,Manufacturing,PhD,7,Freelance,North Dylanchester,Career Guidance,Video Calls
Mentor_1328,IT Consultant,Mid,['Change Management'],None,[],Non-binary,Transportation,Masters,7,Freelance,New Lawrencetown,Project Collaboration,Chat
Mentor_1329,SEO Specialist,Lead,['Content Strategy'],None,"['JavaScript', 'HTML', 'SQL']",Male,Manufacturing,PhD,17,Full-time,New Melvinstad,Technical Skills,Chat
Mentor_1330,AR/VR Developer,Mid,"['Simulation', '3D Modeling']",C#,"['HTML5', 'Unity', 'JavaScript']",Male,Gaming,PhD,6,Full-time,North Kennethfort,Career Guidance,Email
Mentor_1331,Full-Stack Developer,Mid,['Vue.js'],JavaScript,"['TypeScript', 'CSS', 'GraphQL']",Male,Gaming,Masters,4,Freelance,South Edward,Technical Skills,Chat
Mentor_1332,Mobile Developer,Mid,['Flutter'],Swift,"['Objective-C', 'Java', 'Dart']",Prefer not to say,Automotive,High School,5,Freelance,Cruzhaven,Technical Skills,Email
Mentor_1333,Front-End Developer,Mid,['React'],JavaScript,"['Less', 'Sass', 'HTML']",Prefer not to say,Retail,High School,6,Freelance,North Amanda,Project Collaboration,Video Calls
Mentor_1334,IT Project Manager,Mid,"['Stakeholder Communication', 'Budgeting']",None,[],Female,Energy,Masters,6,Part-time,Martinezville,Project Collaboration,Email
Mentor_1335,E-commerce Specialist,Lead,"['Payment Gateway Integration', 'Content Management']",CSS,"['JavaScript', 'SQL', 'Python']",Male,Cloud Computing,Bachelors,13,Part-time,Ramirezhaven,Project Collaboration,Email
Mentor_1336,Data Engineer,Mid,"['Big Data Technologies', 'ETL Processes']",Python,"['Go', 'R', 'Scala']",Non-binary,Manufacturing,PhD,6,Part-time,Andrewfurt,Technical Skills,Email
Mentor_1337,UI/UX Researcher,Mid,['User Research'],None,[],Prefer not to say,Transportation,Bachelors,6,Part-time,South Laurafurt,Career Guidance,Email
Mentor_1338,System Administrator,Lead,['Windows Administration'],Bash,"['Java', 'PowerShell', 'Ruby']",Prefer not to say,Web Development,Masters,17,Part-time,Nortonfurt,Technical Skills,Video Calls
Mentor_1339,Digital Marketing Specialist,Mid,['Analytics'],None,"['JavaScript', 'SQL', 'Python']",Male,Telecommunications,Bachelors,5,Part-time,Port Melanie,Technical Skills,Email
Mentor_1340,Cybersecurity Specialist,Senior,['Penetration Testing'],C++,"['Go', 'Rust', 'Java']",Male,Web Development,Bachelors,12,Part-time,New Jessica,Project Collaboration,Email
Mentor_1341,DevOps Engineer,Mid,['Azure'],Python,"['Perl', 'Ruby', 'PowerShell']",Non-binary,Telecommunications,Masters,7,Freelance,North Kennethfort,Project Collaboration,Chat
Mentor_1342,Blockchain Developer,Lead,"['Cryptography', 'Decentralized Applications', 'Consensus Algorithms']",JavaScript,"['Go', 'Java', 'C++']",Non-binary,Cloud Computing,PhD,15,Full-time,Smithmouth,Technical Skills,Video Calls
Mentor_1343,Robotics Engineer,Mid,"['Robot Kinematics', 'Embedded Systems']",C,"['JavaScript', 'C++', 'Rust']",Non-binary,Energy,PhD,4,Part-time,Richardberg,Technical Skills,Email
