User_ID,Position,Experience_Level,Expertise,Primary_Language,Secondary_Languages,Gender,Industry,Education,Years_of_Experience,Availability,Location,Mentoring_Preferences,Communication_Methods
Mentee_538,Cybersecurity Specialist,Mid,"['Network Security', 'Security Auditing']",C++,"['Java', 'Ruby', 'Rust']",Prefer not to say,Cybersecurity,PhD,4,Full-time,West Christinamouth,Technical Skills,Video Calls
Mentee_539,IT Project Manager,Mid,"['Project Planning', 'Risk Management', 'Budgeting']",None,[],Prefer not to say,Transportation,PhD,5,Freelance,Annashire,Technical Skills,Chat
Mentee_540,Web Designer,Entry,"['UI/UX Design', 'Responsive Design']",HTML,"['Python', 'TypeScript', 'Ruby']",Female,Retail,PhD,0,Full-time,North Samantha,Career Guidance,Email
Mentee_541,Web Designer,Junior,['Graphic Design'],CSS,"['TypeScript', 'Ruby', 'PHP']",Prefer not to say,Cloud Computing,Bachelors,2,Freelance,New Lawrencetown,Project Collaboration,Chat
Mentee_542,Technical Writer,Junior,"['Technical Manuals', 'Documentation', 'User Guides']",None,[],Prefer not to say,Manufacturing,Masters,2,Full-time,Alejandroport,Technical Skills,Email
Mentee_543,DevOps Engineer,Mid,"['Kubernetes', 'Docker', 'AWS']",Python,"['Perl', 'Bash', 'Groovy']",Prefer not to say,Media,PhD,7,Freelance,Cruzhaven,Career Guidance,Chat
Mentee_544,AR/VR Content Creator,Junior,"['Animation', 'User Experience', '3D Modeling']",C#,"['CSS', 'Java', 'HTML5']",Female,Manufacturing,PhD,3,Part-time,Williamshaven,Career Guidance,Email
Mentee_545,DevOps Engineer,Junior,"['Docker', 'Azure', 'AWS']",Go,"['Ruby', 'Groovy', 'Perl']",Female,Biotechnology,High School,3,Part-time,North Annaville,Project Collaboration,Chat
Mentee_546,IT Consultant,Entry,"['Risk Management', 'Change Management', 'Technology Strategy']",None,[],Prefer not to say,Web Development,Masters,1,Part-time,South Edward,Career Guidance,Email
Mentee_547,DevOps Engineer,Junior,['Docker'],Python,"['Perl', 'Groovy', 'Ruby']",Female,Biotechnology,Masters,3,Full-time,Masonbury,Project Collaboration,Video Calls
Mentee_548,IoT Developer,Junior,"['Networking Protocols', 'Embedded Systems', 'Sensor Integration']",C,"['Go', 'Java', 'Rust']",Prefer not to say,Media,Masters,2,Freelance,Port Melanie,Career Guidance,Chat
Mentee_549,IT Consultant,Mid,"['Technology Strategy', 'Risk Management', 'Business Analysis']",None,[],Non-binary,Web Development,Masters,7,Freelance,Lake Gregorymouth,Technical Skills,Email
Mentee_550,Machine Learning Engineer,Mid,"['XGBoost', 'Scikit-learn']",Python,"['Julia', 'Java', 'Swift']",Non-binary,Data Science,PhD,5,Freelance,Jesusfurt,Career Guidance,Video Calls
Mentee_551,AR/VR Developer,Entry,['Virtual Reality'],C++,"['Python', 'HTML5', 'CSS']",Prefer not to say,Mobile Development,High School,0,Freelance,Christinaview,Technical Skills,Video Calls
Mentee_552,Full-Stack Developer,Junior,['Django'],JavaScript,"['TypeScript', 'GraphQL', 'CSS']",Non-binary,Cybersecurity,Masters,3,Freelance,Jamesport,Project Collaboration,Chat
Mentee_553,ERP Consultant,Junior,"['Change Management', 'ERP Implementation', 'Business Process Reengineering']",None,"['Java', 'SQL', 'C#']",Non-binary,Biotechnology,PhD,3,Freelance,Georgeside,Project Collaboration,Email
Mentee_554,Mobile Developer,Mid,"['Flutter', 'Android Development']",Kotlin,"['Rust', 'Objective-C', 'Dart']",Non-binary,Enterprise Software,PhD,4,Part-time,Rachelmouth,Project Collaboration,Video Calls
Mentee_555,DevOps Engineer,Junior,"['Docker', 'Terraform', 'Kubernetes']",Python,"['Perl', 'Bash', 'Groovy']",Prefer not to say,Transportation,Bachelors,3,Part-time,Daltonton,Career Guidance,Video Calls
Mentee_556,Technical Writer,Mid,"['Documentation', 'API Documentation', 'User Guides']",None,[],Non-binary,Data Science,PhD,4,Part-time,Tylertown,Project Collaboration,Chat
Mentee_557,UI/UX Researcher,Junior,"['User Personas', 'Usability Testing']",None,[],Male,Telecommunications,PhD,2,Freelance,South Amandaside,Technical Skills,Video Calls
Mentee_558,Web Designer,Entry,"['SEO Optimization', 'Wireframing', 'Responsive Design']",HTML,"['PHP', 'TypeScript', 'Python']",Non-binary,Biotechnology,PhD,1,Full-time,Jasonmouth,Technical Skills,Chat
Mentee_559,SEO Specialist,Entry,['Content Strategy'],None,"['CSS', 'HTML', 'SQL']",Female,Telecommunications,Masters,1,Freelance,Nicolefort,Technical Skills,Chat
Mentee_560,Data Analyst,Entry,['Dashboard Creation'],SQL,"['Excel', 'JavaScript', 'Tableau']",Male,Gaming,High School,0,Full-time,Christinaview,Project Collaboration,Chat
Mentee_561,AR/VR Developer,Entry,['Augmented Reality'],C#,"['Python', 'JavaScript', 'CSS']",Prefer not to say,Retail,Bachelors,1,Freelance,New Wyatt,Technical Skills,Chat
Mentee_562,Blockchain Developer,Junior,['Decentralized Applications'],JavaScript,"['Rust', 'Python', 'C++']",Non-binary,Mobile Development,High School,3,Full-time,Floresburgh,Career Guidance,Chat
Mentee_563,Cybersecurity Specialist,Mid,['Security Auditing'],Python,"['Java', 'Go', 'Rust']",Non-binary,Automotive,Bachelors,6,Part-time,New Annton,Technical Skills,Chat
Mentee_564,DevOps Engineer,Junior,"['Docker', 'Azure']",Go,"['Bash', 'Groovy', 'Ruby']",Male,Web Development,Masters,3,Freelance,New Annton,Technical Skills,Email
Mentee_565,UI/UX Researcher,Mid,"['User Research', 'A/B Testing']",None,[],Non-binary,Cloud Computing,Bachelors,7,Part-time,East Angelafort,Project Collaboration,Email
Mentee_566,Mobile Developer,Mid,"['Flutter', 'React Native']",Swift,"['Java', 'Rust', 'Objective-C']",Prefer not to say,Data Science,Bachelors,7,Freelance,Lisaburgh,Technical Skills,Video Calls
Mentee_567,Cryptography Engineer,Junior,['Blockchain'],Python,"['Swift', 'Rust', 'Go']",Male,Data Science,Masters,3,Part-time,Lake James,Project Collaboration,Chat
Mentee_568,SEO Specialist,Entry,"['Keyword Research', 'Content Strategy', 'Off-Page SEO']",None,"['CSS', 'SQL', 'JavaScript']",Prefer not to say,Gaming,Bachelors,0,Freelance,Lake Daniel,Technical Skills,Chat
Mentee_569,Game Designer,Mid,"['Level Design', 'Game Balancing']",None,"['C++', 'Python', 'C#']",Female,Transportation,Masters,4,Freelance,West Jacob,Project Collaboration,Chat
Mentee_570,Machine Learning Engineer,Entry,"['XGBoost', 'Keras']",Python,"['C++', 'Java', 'Scala']",Prefer not to say,Media,PhD,1,Full-time,Tiffanyhaven,Technical Skills,Video Calls
Mentee_571,UI/UX Researcher,Junior,"['Usability Testing', 'A/B Testing', 'Customer Journey Mapping']",None,[],Male,Biotechnology,Masters,3,Part-time,Garciaside,Technical Skills,Chat
Mentee_572,Front-End Developer,Junior,"['Tailwind CSS', 'React']",TypeScript,"['HTML', 'Elm', 'Sass']",Female,Cybersecurity,PhD,2,Part-time,Smithfort,Career Guidance,Chat
Mentee_573,AR/VR Developer,Junior,"['Virtual Reality', '3D Modeling']",C#,"['Unity', 'JavaScript', 'CSS']",Female,Telecommunications,High School,2,Full-time,Ayalaland,Technical Skills,Video Calls
Mentee_574,Data Analyst,Entry,"['Dashboard Creation', 'Reporting', 'Data Mining']",Python,"['Power BI', 'Tableau', 'Excel']",Male,Data Science,High School,1,Freelance,East Andrew,Career Guidance,Email
Mentee_575,Data Analyst,Entry,['Statistical Analysis'],SQL,"['Power BI', 'Tableau', 'JavaScript']",Non-binary,Cloud Computing,Masters,1,Freelance,Martinezville,Career Guidance,Email
Mentee_576,Database Administrator,Entry,['Database Design'],SQL,"['MongoDB', 'MySQL', 'PostgreSQL']",Prefer not to say,Data Science,Masters,1,Freelance,South Kimberly,Project Collaboration,Email
Mentee_577,Digital Marketing Specialist,Junior,"['PPC Advertising', 'Social Media Marketing']",None,"['CSS', 'Python', 'SQL']",Non-binary,Enterprise Software,Bachelors,3,Freelance,West Samanthaport,Project Collaboration,Email
Mentee_578,UI/UX Researcher,Mid,"['User Research', 'Customer Journey Mapping']",None,[],Non-binary,Manufacturing,Masters,5,Full-time,Bryanberg,Technical Skills,Video Calls
Mentee_579,Data Engineer,Junior,['ETL Processes'],SQL,"['Go', 'Scala', 'R']",Prefer not to say,Manufacturing,Masters,2,Full-time,Ayalaland,Project Collaboration,Email
Mentee_580,UI/UX Researcher,Junior,"['Usability Testing', 'A/B Testing']",None,[],Female,Data Science,High School,2,Freelance,West Jacob,Career Guidance,Chat
Mentee_581,Machine Learning Engineer,Junior,"['TensorFlow', 'Scikit-learn']",R,"['Java', 'Swift', 'C++']",Prefer not to say,Transportation,Bachelors,2,Full-time,Thomasville,Technical Skills,Video Calls
Mentee_582,Game Developer,Mid,['Graphics Programming'],C#,"['Java', 'Swift', 'JavaScript']",Prefer not to say,Telecommunications,PhD,5,Full-time,Edwardbury,Project Collaboration,Video Calls
Mentee_583,Full-Stack Developer,Entry,['Node.js'],Python,"['CSS', 'SQL', 'GraphQL']",Prefer not to say,Manufacturing,Bachelors,0,Part-time,Port Tammy,Technical Skills,Email
Mentee_584,Machine Learning Engineer,Junior,"['Keras', 'Scikit-learn']",Python,"['Java', 'Julia', 'C++']",Prefer not to say,Data Science,PhD,3,Part-time,Jennifertown,Career Guidance,Video Calls
Mentee_585,IoT Developer,Entry,"['Embedded Systems', 'Sensor Integration']",C,"['Go', 'C++', 'Java']",Male,Biotechnology,Masters,0,Full-time,East Richard,Career Guidance,Chat
Mentee_586,DevOps Engineer,Junior,['Docker'],Go,"['PowerShell', 'Groovy', 'Bash']",Male,Media,Masters,3,Part-time,South Edward,Career Guidance,Email
Mentee_587,Robotics Engineer,Mid,"['Robot Kinematics', 'Control Systems']",Python,"['Rust', 'Java', 'C++']",Prefer not to say,Biotechnology,Masters,4,Full-time,New Andrewtown,Career Guidance,Video Calls
Mentee_588,Technical Support Specialist,Mid,['Network Configuration'],None,[],Female,Cybersecurity,Masters,7,Part-time,South Patrick,Project Collaboration,Email
Mentee_589,Game Developer,Mid,"['Unity', 'Graphics Programming']",C#,"['HTML5', 'JavaScript', 'Java']",Prefer not to say,Energy,High School,5,Full-time,North Samantha,Career Guidance,Email
Mentee_590,Robotics Engineer,Mid,"['Machine Learning', 'Embedded Systems']",C,"['Rust', 'MATLAB', 'JavaScript']",Male,Media,Masters,4,Freelance,Georgeside,Project Collaboration,Email
Mentee_591,Game Developer,Junior,"['Unreal Engine', 'Graphics Programming', 'Unity']",C#,"['Python', 'HTML5', 'JavaScript']",Non-binary,Government,High School,3,Full-time,Smithmouth,Project Collaboration,Email
Mentee_592,Digital Marketing Specialist,Mid,"['PPC Advertising', 'Content Marketing', 'Analytics']",None,"['Python', 'JavaScript', 'SQL']",Non-binary,Enterprise Software,PhD,5,Part-time,West Elizabeth,Technical Skills,Email
Mentee_593,Game Developer,Entry,"['Graphics Programming', 'Game Design']",C++,"['HTML5', 'Java', 'Python']",Male,Biotechnology,Masters,1,Part-time,Lake Daniel,Project Collaboration,Video Calls
Mentee_594,Cybersecurity Specialist,Mid,['Incident Response'],C++,"['Java', 'Go', 'Ruby']",Non-binary,Media,High School,6,Freelance,West Jacob,Project Collaboration,Chat
Mentee_595,Data Engineer,Junior,"['Apache Spark', 'Kafka', 'Hadoop']",Python,"['Go', 'C++', 'Scala']",Non-binary,Enterprise Software,High School,3,Full-time,Rosalesfort,Career Guidance,Email
Mentee_596,Data Engineer,Entry,['Hadoop'],Python,"['Scala', 'Java', 'C++']",Prefer not to say,Cybersecurity,Masters,1,Full-time,Smithfort,Project Collaboration,Video Calls
Mentee_597,IT Project Manager,Junior,"['Agile Methodologies', 'Risk Management', 'Budgeting']",None,[],Female,Cloud Computing,Bachelors,2,Part-time,North Kennethfort,Career Guidance,Chat
Mentee_598,E-commerce Specialist,Entry,"['Digital Marketing', 'Content Management']",HTML,"['JavaScript', 'SQL', 'PHP']",Non-binary,Automotive,Masters,0,Full-time,Ayalaland,Career Guidance,Chat
Mentee_599,Data Engineer,Junior,"['Apache Spark', 'ETL Processes']",Python,"['R', 'C++', 'Scala']",Female,Retail,Bachelors,2,Full-time,Andersonshire,Career Guidance,Chat
Mentee_600,IT Project Manager,Entry,"['Stakeholder Communication', 'Budgeting']",None,[],Prefer not to say,Government,Bachelors,1,Full-time,Tiffanyhaven,Technical Skills,Chat
Mentee_601,AR/VR Content Creator,Junior,['Interactive Design'],C++,"['JavaScript', 'CSS', 'Java']",Prefer not to say,Gaming,High School,2,Part-time,New Patricia,Career Guidance,Video Calls
Mentee_602,Cybersecurity Specialist,Junior,['Incident Response'],C++,"['Ruby', 'Rust', 'Java']",Prefer not to say,Cybersecurity,PhD,3,Full-time,Lake Thomas,Career Guidance,Video Calls
Mentee_603,Front-End Developer,Junior,"['Vue.js', 'React', 'Angular']",JavaScript,"['CSS', 'HTML', 'Less']",Female,Cybersecurity,PhD,2,Full-time,North Nicholasfurt,Technical Skills,Chat
Mentee_604,Blockchain Developer,Junior,"['Consensus Algorithms', 'Blockchain Architecture']",Solidity,"['Python', 'Rust', 'C++']",Female,Automotive,High School,3,Part-time,South Kimberly,Project Collaboration,Video Calls
Mentee_605,Data Analyst,Mid,"['Statistical Analysis', 'Reporting', 'Data Mining']",Python,"['Tableau', 'Power BI', 'R']",Prefer not to say,Transportation,Bachelors,7,Freelance,New Wyatt,Career Guidance,Video Calls
Mentee_606,Systems Architect,Entry,"['Cloud Solutions', 'Enterprise Architecture', 'Integration Patterns']",Java,"['JavaScript', 'Go', 'Ruby']",Prefer not to say,Cybersecurity,Bachelors,1,Full-time,West Jacob,Project Collaboration,Video Calls
Mentee_607,Quality Assurance Engineer,Entry,['Regression Testing'],None,"['C#', 'Python', 'Ruby']",Non-binary,Telecommunications,PhD,0,Part-time,Nortonfurt,Career Guidance,Video Calls
Mentee_608,Cryptography Engineer,Entry,"['Key Management', 'Secure Communication']",Python,"['Rust', 'Swift', 'C++']",Prefer not to say,Web Development,High School,0,Freelance,Smithfort,Career Guidance,Email
Mentee_609,Back-End Developer,Junior,"['Express.js', 'Django']",Java,"['Perl', 'C#', 'PHP']",Non-binary,Cybersecurity,Masters,3,Freelance,South Kimberly,Project Collaboration,Email
Mentee_610,System Administrator,Mid,['Linux Administration'],Python,"['Perl', 'Ruby', 'Go']",Male,Energy,Bachelors,5,Freelance,North Samantha,Technical Skills,Email
Mentee_611,System Administrator,Entry,['Windows Administration'],Python,"['Java', 'Go', 'PowerShell']",Non-binary,Enterprise Software,PhD,0,Full-time,New Wyatt,Career Guidance,Chat
Mentee_612,Cybersecurity Specialist,Entry,"['Penetration Testing', 'Security Auditing']",C++,"['Rust', 'Perl', 'Ruby']",Female,Retail,Bachelors,0,Freelance,Waltersmouth,Project Collaboration,Chat
Mentee_613,Cloud Engineer,Entry,['Serverless Architecture'],Go,"['Scala', 'Ruby', 'PHP']",Male,Web Development,PhD,1,Freelance,Port Julie,Project Collaboration,Chat
Mentee_614,Artificial Intelligence Engineer,Entry,['Computer Vision'],Python,"['C++', 'Java', 'Scala']",Prefer not to say,Enterprise Software,High School,1,Part-time,South Edward,Technical Skills,Chat
Mentee_615,UI/UX Researcher,Mid,"['User Personas', 'A/B Testing', 'Usability Testing']",None,[],Prefer not to say,Cloud Computing,Bachelors,4,Part-time,Robertshire,Project Collaboration,Video Calls
Mentee_616,Cloud Engineer,Mid,"['Serverless Architecture', 'Azure', 'AWS']",Go,"['Clojure', 'Scala', 'PHP']",Prefer not to say,Cybersecurity,PhD,4,Full-time,Rachelmouth,Project Collaboration,Email
Mentee_617,SEO Specialist,Entry,['On-Page SEO'],None,"['SQL', 'JavaScript', 'CSS']",Female,Cloud Computing,PhD,0,Part-time,Nguyenview,Project Collaboration,Email
Mentee_618,Full-Stack Developer,Mid,"['Vue.js', 'React']",JavaScript,"['TypeScript', 'CSS', 'SQL']",Male,Government,High School,6,Full-time,South Roberto,Technical Skills,Video Calls
Mentee_619,Blockchain Developer,Junior,['Decentralized Applications'],JavaScript,"['Go', 'Python', 'C++']",Male,Government,PhD,2,Freelance,East Jessicatown,Project Collaboration,Email
Mentee_620,Cybersecurity Specialist,Entry,['Penetration Testing'],Python,"['Perl', 'Ruby', 'Go']",Prefer not to say,Mobile Development,PhD,0,Part-time,East Angelafort,Project Collaboration,Chat
Mentee_621,Web Designer,Mid,"['SEO Optimization', 'UI/UX Design']",CSS,"['JavaScript', 'PHP', 'Python']",Female,Enterprise Software,High School,5,Freelance,Charleshaven,Career Guidance,Email
Mentee_622,Data Engineer,Mid,"['ETL Processes', 'Kafka', 'Big Data Technologies']",Python,"['Go', 'C++', 'Java']",Male,Government,Bachelors,5,Full-time,Garciaside,Career Guidance,Video Calls
Mentee_623,Data Engineer,Entry,"['Hadoop', 'ETL Processes']",Python,"['C++', 'R', 'Java']",Female,Cybersecurity,Bachelors,0,Part-time,Ramirezhaven,Technical Skills,Email
Mentee_624,Machine Learning Engineer,Mid,"['XGBoost', 'TensorFlow']",Python,"['Java', 'Julia', 'Scala']",Male,Automotive,Bachelors,5,Part-time,Charleshaven,Technical Skills,Chat
Mentee_625,Game Designer,Junior,"['Character Design', 'Level Design']",None,"['Python', 'C#', 'C++']",Prefer not to say,Enterprise Software,Masters,2,Full-time,North Nicholasfurt,Career Guidance,Email
Mentee_626,SEO Specialist,Mid,"['Keyword Research', 'Content Strategy', 'On-Page SEO']",None,"['HTML', 'SQL', 'CSS']",Prefer not to say,Biotechnology,Masters,4,Part-time,Smithmouth,Career Guidance,Email
Mentee_627,Back-End Developer,Junior,"['Flask', 'Spring', 'Express.js']",Ruby,"['Perl', 'Go', 'SQL']",Male,Biotechnology,PhD,3,Part-time,Georgeside,Technical Skills,Email
Mentee_628,Machine Learning Engineer,Entry,"['PyTorch', 'XGBoost', 'Scikit-learn']",Python,"['Swift', 'Julia', 'Scala']",Prefer not to say,Energy,PhD,0,Full-time,Port Tammy,Project Collaboration,Chat
Mentee_629,Robotics Engineer,Entry,"['Robot Kinematics', 'Sensors', 'Embedded Systems']",C,"['MATLAB', 'Java', 'JavaScript']",Male,Gaming,High School,1,Part-time,Ramirezhaven,Technical Skills,Email
Mentee_630,Database Administrator,Mid,['Database Design'],SQL,"['MySQL', 'Oracle', 'SQLite']",Male,Web Development,Masters,7,Full-time,West Christinamouth,Project Collaboration,Email
Mentee_631,Data Scientist,Entry,"['Machine Learning', 'NumPy', 'Pandas']",Python,"['Julia', 'SQL', 'MATLAB']",Prefer not to say,Transportation,Masters,0,Part-time,Thomasville,Project Collaboration,Video Calls
Mentee_632,Systems Architect,Mid,['Integration Patterns'],Java,"['Ruby', 'Go', 'Python']",Non-binary,Telecommunications,Masters,5,Part-time,Williamshaven,Technical Skills,Chat
Mentee_633,Back-End Developer,Junior,"['Django', 'Ruby on Rails']",Ruby,"['Go', 'C#', 'PHP']",Non-binary,Manufacturing,Masters,3,Freelance,Edwardbury,Project Collaboration,Video Calls
Mentee_634,Database Administrator,Entry,"['Data Migration', 'Security Management']",SQL,"['PostgreSQL', 'SQLite', 'MongoDB']",Non-binary,Manufacturing,High School,0,Freelance,East Laurabury,Career Guidance,Chat
Mentee_635,Game Developer,Entry,['Graphics Programming'],C++,"['Python', 'Swift', 'Java']",Male,Biotechnology,Bachelors,0,Part-time,Jamesport,Career Guidance,Video Calls
Mentee_636,Machine Learning Engineer,Entry,['TensorFlow'],Python,"['Julia', 'C++', 'Scala']",Female,Enterprise Software,Bachelors,1,Part-time,New Patricia,Career Guidance,Video Calls
Mentee_637,Game Developer,Entry,['Graphics Programming'],C++,"['JavaScript', 'HTML5', 'Python']",Prefer not to say,Energy,Bachelors,0,Freelance,West Christinamouth,Project Collaboration,Chat
Mentee_638,Robotics Engineer,Junior,"['Control Systems', 'Robot Kinematics']",Python,"['C++', 'JavaScript', 'Rust']",Prefer not to say,Enterprise Software,Masters,3,Part-time,Port Julie,Project Collaboration,Chat
Mentee_639,Game Designer,Mid,['Gameplay Mechanics'],None,"['JavaScript', 'Python', 'C#']",Female,Cybersecurity,PhD,6,Full-time,Port Julie,Project Collaboration,Video Calls
Mentee_640,Robotics Engineer,Junior,['Machine Learning'],Python,"['JavaScript', 'Java', 'C++']",Male,Manufacturing,Masters,3,Full-time,Lisaburgh,Project Collaboration,Email
Mentee_641,Cryptography Engineer,Junior,"['Blockchain', 'Secure Communication']",C,"['Java', 'Swift', 'C++']",Female,Automotive,Masters,2,Freelance,North Annaville,Career Guidance,Video Calls
Mentee_642,Technical Writer,Junior,"['Documentation', 'Content Management', 'User Guides']",None,[],Prefer not to say,Enterprise Software,PhD,2,Part-time,Nguyenview,Career Guidance,Video Calls
Mentee_643,Machine Learning Engineer,Junior,"['TensorFlow', 'Keras']",R,"['C++', 'Scala', 'Swift']",Male,Energy,High School,3,Part-time,East Angelafort,Career Guidance,Chat
Mentee_644,Machine Learning Engineer,Junior,"['Scikit-learn', 'XGBoost']",R,"['C++', 'Julia', 'Scala']",Non-binary,Energy,PhD,3,Freelance,Garciaside,Career Guidance,Email
Mentee_645,Game Developer,Mid,"['Game Design', 'Graphics Programming']",C#,"['Java', 'Swift', 'Python']",Non-binary,Web Development,PhD,4,Freelance,Ayalaland,Career Guidance,Chat
Mentee_646,IT Project Manager,Mid,['Stakeholder Communication'],None,[],Non-binary,Enterprise Software,Bachelors,7,Part-time,Port Julie,Project Collaboration,Email
Mentee_647,SEO Specialist,Entry,"['On-Page SEO', 'Content Strategy', 'Off-Page SEO']",None,"['CSS', 'JavaScript', 'SQL']",Male,Transportation,High School,0,Full-time,Carrillomouth,Career Guidance,Video Calls
Mentee_648,Technical Support Specialist,Mid,"['Customer Service', 'Remote Support', 'Technical Documentation']",None,[],Female,Media,Masters,5,Full-time,Ayalaland,Project Collaboration,Video Calls
Mentee_649,ERP Consultant,Entry,['Data Migration'],None,"['Python', 'SQL', 'Java']",Non-binary,Energy,High School,0,Part-time,East Laurabury,Project Collaboration,Email
Mentee_650,Business Analyst,Mid,['Project Management'],SQL,"['C#', 'PHP', 'R']",Male,Media,High School,6,Freelance,Charleshaven,Career Guidance,Email
Mentee_651,Network Engineer,Mid,"['Network Configuration', 'VPN']",None,[],Female,Telecommunications,Bachelors,5,Full-time,Martinezville,Project Collaboration,Chat
Mentee_652,ERP Consultant,Entry,"['ERP Implementation', 'Change Management', 'User Training']",None,"['Python', 'SQL', 'C#']",Male,Biotechnology,High School,1,Part-time,East Laurabury,Technical Skills,Email
Mentee_653,Artificial Intelligence Engineer,Mid,"['Computer Vision', 'Natural Language Processing']",R,"['Julia', 'Swift', 'C++']",Prefer not to say,Enterprise Software,High School,5,Full-time,Charleshaven,Career Guidance,Video Calls
Mentee_654,SEO Specialist,Mid,"['Keyword Research', 'Off-Page SEO']",None,"['HTML', 'JavaScript', 'Python']",Non-binary,Cloud Computing,Bachelors,4,Freelance,Rachelmouth,Project Collaboration,Video Calls
Mentee_655,Systems Architect,Junior,"['API Design', 'Microservices']",C#,"['Ruby', 'Python', 'Go']",Prefer not to say,Data Science,High School,3,Full-time,Lake Cameronchester,Career Guidance,Video Calls
Mentee_656,Game Designer,Junior,['Storyboarding'],None,"['JavaScript', 'C#', 'HTML5']",Male,Media,PhD,3,Freelance,North Nicholasfurt,Technical Skills,Email
Mentee_657,Mobile Developer,Mid,['React Native'],Swift,"['Rust', 'Objective-C', 'Dart']",Prefer not to say,Gaming,Bachelors,5,Part-time,Ramirezhaven,Technical Skills,Chat
Mentee_658,SEO Specialist,Entry,['On-Page SEO'],None,"['SQL', 'HTML', 'Python']",Female,Manufacturing,High School,0,Freelance,West Samanthaport,Technical Skills,Email
Mentee_659,Data Analyst,Entry,"['Dashboard Creation', 'Data Mining', 'Statistical Analysis']",SQL,"['Power BI', 'Excel', 'R']",Male,Manufacturing,Masters,1,Freelance,Smithmouth,Project Collaboration,Chat
Mentee_660,Database Administrator,Entry,"['Database Design', 'Security Management', 'Performance Tuning']",PL/SQL,"['PostgreSQL', 'Oracle', 'MongoDB']",Male,Government,Bachelors,1,Part-time,Michaelport,Technical Skills,Chat
Mentee_661,System Administrator,Entry,"['Backup Solutions', 'Windows Administration']",Bash,"['PowerShell', 'Java', 'Go']",Non-binary,Mobile Development,Bachelors,1,Freelance,New Andrewtown,Career Guidance,Video Calls
Mentee_662,Game Developer,Junior,"['Unreal Engine', 'Graphics Programming']",C++,"['HTML5', 'Swift', 'JavaScript']",Non-binary,Mobile Development,PhD,2,Freelance,Robertsfurt,Project Collaboration,Chat
Mentee_663,System Administrator,Entry,['Virtualization'],Python,"['PowerShell', 'Perl', 'Java']",Female,Manufacturing,Bachelors,0,Freelance,South Laurafurt,Career Guidance,Video Calls
Mentee_664,Cloud Engineer,Entry,"['Azure', 'Google Cloud Platform', 'CloudFormation']",Go,"['Rust', 'Ruby', 'Clojure']",Male,Web Development,Masters,1,Full-time,North Dylanchester,Project Collaboration,Video Calls
Mentee_665,Front-End Developer,Entry,"['Angular', 'Vue.js', 'Tailwind CSS']",JavaScript,"['Sass', 'Less', 'Elm']",Female,Media,PhD,0,Freelance,Carrillomouth,Career Guidance,Video Calls
Mentee_666,Database Administrator,Junior,"['Security Management', 'Data Migration']",PL/SQL,"['MySQL', 'SQLite', 'PostgreSQL']",Female,Mobile Development,Masters,3,Full-time,Kerrton,Technical Skills,Chat
Mentee_667,DevOps Engineer,Mid,"['AWS', 'Terraform']",Python,"['Bash', 'Perl', 'Ruby']",Non-binary,Telecommunications,High School,7,Full-time,Bryanberg,Career Guidance,Email
Mentee_668,Game Designer,Junior,['Level Design'],None,"['JavaScript', 'C++', 'C#']",Non-binary,Gaming,Bachelors,2,Part-time,South Amandaside,Career Guidance,Video Calls
Mentee_669,Game Developer,Junior,['Unreal Engine'],C++,"['JavaScript', 'Swift', 'Java']",Non-binary,Media,High School,2,Freelance,East Laurabury,Career Guidance,Email
Mentee_670,Data Engineer,Entry,"['Kafka', 'Hadoop', 'Big Data Technologies']",Python,"['R', 'Go', 'C++']",Female,Retail,Masters,0,Part-time,East Andrew,Technical Skills,Video Calls
Mentee_671,Technical Writer,Junior,['Content Management'],None,[],Male,Transportation,PhD,2,Freelance,Lake Thomas,Project Collaboration,Email
Mentee_672,Artificial Intelligence Engineer,Junior,"['Natural Language Processing', 'Neural Networks']",R,"['Java', 'Julia', 'Scala']",Prefer not to say,Transportation,Bachelors,2,Part-time,Liuburgh,Career Guidance,Email
Mentee_673,Database Administrator,Entry,"['Security Management', 'Database Design']",SQL,"['Oracle', 'MongoDB', 'MySQL']",Male,Cloud Computing,PhD,1,Part-time,Cruzhaven,Technical Skills,Video Calls
Mentee_674,Artificial Intelligence Engineer,Junior,"['Reinforcement Learning', 'Neural Networks', 'Natural Language Processing']",Python,"['C++', 'Java', 'Swift']",Prefer not to say,Biotechnology,High School,3,Freelance,Griffithmouth,Project Collaboration,Video Calls
Mentee_675,AR/VR Content Creator,Junior,['User Experience'],C#,"['JavaScript', 'Python', 'Java']",Prefer not to say,Data Science,Masters,2,Part-time,West Samanthaport,Technical Skills,Chat
Mentee_676,AR/VR Developer,Entry,"['Simulation', 'Augmented Reality', '3D Modeling']",C++,"['Python', 'Unity', 'CSS']",Female,Mobile Development,Bachelors,1,Full-time,Nortonfurt,Career Guidance,Chat
Mentee_677,Back-End Developer,Junior,"['Django', 'Spring']",Ruby,"['Go', 'PHP', 'Perl']",Prefer not to say,Telecommunications,Masters,2,Full-time,Lake James,Career Guidance,Email
Mentee_678,Robotics Engineer,Entry,"['Sensors', 'Embedded Systems', 'Machine Learning']",Python,"['Java', 'MATLAB', 'C++']",Female,Telecommunications,High School,1,Part-time,Lake Autumn,Technical Skills,Video Calls
